USD (AM),GBP (AM),GBP (PM),EURO (AM),EURO (PM),USD_spread,GBP_spread,EURO_spread,USD_MA7,USD_MA30,USD_volatility,year,month,dow,USD (PM)
0.05156116599585317,0.03278535023427287,0.03262080768421663,0.02415783984426581,0.023039171257480756,0.5213678201095188,0.519778710195101,0.5140456685351068,0.04855845569213749,0.044812992760317055,0.009634156016995129,2003,5,4,340.5
0.05241492864983535,0.03334165650749818,0.03311411587138713,0.022861552364893706,0.02237780687262589,0.5435046021204718,0.5172517347320332,0.5360175551016623,0.04937467663377998,0.044964446067584735,0.01137661322178652,2003,5,1,342.85
0.0526283693133309,0.03372354332212152,0.034494827613132495,0.02194615600905156,0.020395508465374385,0.5120470697891185,0.5570607539835585,0.4989827887925937,0.05014183511444936,0.045143826935057696,0.01137661322178659,2003,5,2,341.85
0.05165264056592267,0.03378504913120747,0.0366416827964052,0.021514958510715693,0.021879764493257597,0.6565186997553312,0.6401945844352237,0.5653963949300332,0.05137731708622506,0.04550903349158947,0.011821831537844881,2003,5,3,346.45
0.05610440297597269,0.03759932729168808,0.03716255010017741,0.02381108518935407,0.022848030668642078,0.5202027263194684,0.5087918603556745,0.5194297143934841,0.052849190915416316,0.04585275730950181,0.009186140866425057,2003,5,4,347.9
0.057110623246737435,0.0375231335281935,0.03793512400224516,0.023280173269528054,0.02290815470362892,0.5563206338110219,0.5426313578611095,0.5399077616467343,0.05412927512444027,0.04630711723130462,0.00979334437830409,2003,5,0,351.1
0.05735455543358947,0.03812350366464462,0.038070163673593505,0.025412804230047464,0.023898855220426368,0.5306885704299191,0.5240635816324783,0.5003832631488195,0.05494995628980753,0.04668628756793913,0.010337328720597047,2003,5,1,350.4
0.05622636906939871,0.03653628659136643,0.038399035798373865,0.02384881497045846,0.026833267077245065,0.6471979494349309,0.6004954336820932,0.6563338631275957,0.05611407468198604,0.0471760940084642,0.010623048412796505,2003,5,2,353.55
0.05924502988169292,0.038545782353891556,0.0386103223589869,0.028556952655412998,0.028224196244850258,0.5481649772806707,0.5287513042306334,0.5414638442647627,0.05713100569124546,0.04759285913768285,0.010630740554273722,2003,5,3,354.25
0.05845225027442372,0.037524969522494594,0.03817029513057968,0.028602767389611178,0.026812627483145085,0.5959338226727252,0.5519335573918241,0.49092228083120953,0.05830404453087362,0.048036477690175966,0.007975191062615806,2003,5,4,355.0
0.0628430296377607,0.0399319580512022,0.03931399846955039,0.027285818363443765,0.02605973098532524,0.5213678201095188,0.501503916628854,0.5104355568612822,0.05942356068580401,0.04867451502717565,0.008862389770471811,2003,5,0,359.0
0.06787413099158435,0.04490658460996136,0.043761121251845336,0.0357965789868476,0.03266709321827807,0.49923103809856706,0.4803359192715574,0.44473774872813454,0.061064923016538514,0.04958967969236719,0.013431206800730457,2003,5,1,366.3
0.0659836565434809,0.04178906628673823,0.043185135714869705,0.031115391145539045,0.03268593806506501,0.6064196667831773,0.5817445432894708,0.6075662338785951,0.06255463774062908,0.05053492019162606,0.016357666535984715,2003,5,2,367.8
0.06884985973899257,0.04536191119662761,0.045577267035897595,0.03568788128414205,0.03454978314965593,0.5388442269602703,0.5345743346455306,0.513796695316223,0.06426736365096075,0.05160261230101609,0.017033839573199705,2003,5,3,369.6
0.06891084278570558,0.04464679141635941,0.045765587666009244,0.03299289691954302,0.0328008018930995,0.5574857276010723,0.5706112021188512,0.5465055519471731,0.06577937949367546,0.05261444928999548,0.017062356488144945,2003,5,4,370.5
0.07052689352360048,0.04601460717065933,0.04544590191342948,0.032579665983637845,0.030782608539587225,0.5167074449493173,0.5032984354359606,0.4908289158741283,0.0673092362312894,0.05368966035790243,0.015355316969641165,2003,5,1,371.4
0.06577021587998538,0.04221501696458732,0.0399643936213506,0.029188477324850665,0.02548092497687024,0.4211697541652095,0.43635189708105065,0.4244464313890504,0.0677106563665234,0.05443940793572363,0.01252695972809101,2003,5,2,359.5
0.06366630076838642,0.040343220774642696,0.04049995912064372,0.028132043453927863,0.02731336198348297,0.5854479785622746,0.5323769646776441,0.5245959086853372,0.06807639471195878,0.0552621968248512,0.01054976131188188,2003,5,3,363.1
0.06653250396389807,0.04136311560888914,0.04047423727848212,0.02872943165474731,0.026485983472172042,0.4363159734358603,0.49066355812061935,0.47520584638912594,0.06763929278692621,0.0560237599089132,0.011735385890653642,2003,5,4,361.4
0.06378826686181244,0.04151274914442665,0.04335508360058021,0.029185782340486105,0.03070633177878304,0.6192356984737273,0.5995432400293426,0.6057611780416827,0.06736721913971205,0.05686803153666031,0.011654975877690309,2003,6,0,364.75
0.06622758873033299,0.04251061204706019,0.04300508281973858,0.03082612949040539,0.029825110848080955,0.5318536642199695,0.5457809214817457,0.5183715782132252,0.0669568785570284,0.05774667554619864,0.010885253660986052,2003,6,1,365.0
0.06622758873033299,0.04338821732297343,0.043083166983443416,0.03142172103498178,0.030284566160218934,0.5132121635791675,0.5138824341146083,0.5136722087067801,0.06639489036770085,0.05854583342284472,0.009178605208746712,2003,6,2,364.2
0.06458104646908161,0.04099775274297546,0.041387362675218586,0.029946666259424576,0.02903003778840471,0.6355470115344285,0.5416425413755614,0.5212658918827563,0.0659800895612924,0.05923005864787642,0.005963752428156433,2003,6,3,366.75
0.06747774118794977,0.040197259227707366,0.03842292036609532,0.029904444837712513,0.029030935162061206,0.4374810672259107,0.45539577013605714,0.5227597311960633,0.06629230522202995,0.059868095984876135,0.004218752305470185,2003,6,4,363.0
0.06470301256250763,0.039450009547170345,0.039839458959422897,0.02915074754374633,0.02758616357506491,0.53767913317022,0.5416791642083597,0.4987649372260714,0.06626108365595618,0.060492169541773194,0.004307643406042026,2003,6,0,362.75
0.06262958897426515,0.037561689408516064,0.03459495907011867,0.027064829645546656,0.022417291313512805,0.41883956658511007,0.4079325788297319,0.3917686964104601,0.06562327166330664,0.060943307052783086,0.009978016193904465,2003,6,1,354.25
0.05942797902183192,0.03334349250179927,0.0331315699785682,0.02292174034903635,0.021078409817985727,0.5411744145403711,0.5178743228896006,0.48886825177541327,0.06468662468109401,0.06140840834389566,0.012515219933176325,2003,6,2,354.25
0.059458470545188435,0.032087672399864875,0.031936422955274324,0.022336030413796865,0.020423327048726486,0.4934055691483165,0.5203280526870719,0.48644076289128846,0.06354926763126437,0.06185632344411268,0.014346313115625415,2003,6,3,352.25
0.0593060129284059,0.032240977924004516,0.032295610108316525,0.021111609184147367,0.01938686047544655,0.517872538739369,0.5285315672338449,0.49291406658228615,0.06255463774062908,0.06220649208361084,0.014512537931897438,2003,6,4,353.05
0.06238565678741312,0.034132970051260925,0.03290742249687437,0.022658530209427236,0.021932709538992262,0.5225329138995691,0.477442715480509,0.5276147089643112,0.061800859931134156,0.06257384691400458,0.011150457205287304,2003,6,0,358.3
0.0628430296377607,0.03407605422792767,0.03536385842330622,0.024604308920667756,0.026903262222453567,0.6087498543632767,0.5776427860160849,0.632588042376486,0.06177855881251004,0.06305183784828888,0.011013283275444433,2003,6,1,362.75
0.06375777533845592,0.035480589868249035,0.03454718993467573,0.02761101314343875,0.026469830746354645,0.5038914132587672,0.48905215347750297,0.5133921138355346,0.061510945389020716,0.06341489613095877,0.009653933508178975,2003,6,2,359.75
0.06083058909623126,0.03302953747631565,0.034534329013594905,0.02604432889948513,0.02676865617397564,0.5668064779214725,0.5863223973892322,0.5780317857884233,0.06181424060230861,0.06375432340114714,0.00941614649782442,2003,6,3,357.65
0.0627515550676912,0.03469570230454003,0.03460873862841954,0.027760135611613196,0.02658289982707615,0.5015612256786665,0.5228184053173436,0.5121472477411132,0.06214875738167028,0.06400244903220265,0.009007485848180556,2003,6,4,358.0
0.0605866569093792,0.03494906951808821,0.033897713420095565,0.028589292467788158,0.02724336683827447,0.5143772573692179,0.4843644308793479,0.5063274987496877,0.06239406968653549,0.06415497647640123,0.00769719970529796,2003,6,0,355.0
0.05954994511525799,0.03292672179545553,0.03022959500040881,0.026312929007823532,0.021400566960676187,0.39670278457415703,0.41880956017076576,0.3825566873117323,0.061965888208952546,0.06409375067133558,0.01116738916053936,2003,6,1,348.25
0.0555860470789121,0.029763303614705555,0.02894074698066912,0.022746566365337423,0.020979698715768574,0.5446696959105208,0.4936300075772643,0.4915135922260604,0.061056002569088885,0.0640443403725107,0.013771637622550651,2003,6,2,348.1
0.05436638614465181,0.028763604717770952,0.028005574290651314,0.022126719961479663,0.020669207430612818,0.49224047535826615,0.49623022870592864,0.5022194406380934,0.05937003800110613,0.06383595780790136,0.015077572307161993,2003,6,3,343.85
0.05293328454689597,0.028498303541265813,0.030271852312531433,0.02162904618215042,0.0218214352055838,0.5854479785622746,0.5971627558974667,0.5594210376768051,0.05809887423953186,0.06364798384498055,0.014398125245991818,2003,6,4,345.5
0.05393950481766069,0.03032052788508144,0.03051529117584645,0.023165187269971826,0.02188245661422719,0.5586508213911227,0.5341714834847507,0.5083192845007645,0.05705964211164832,0.06345463919740488,0.012898576414732259,2003,6,0,346.0
0.05601292840590316,0.03110174346018829,0.03142290474926257,0.022680090084344046,0.022328451321517312,0.5772923220319233,0.5391888115780892,0.5405924379986646,0.05636384721057611,0.06326559109755309,0.009032368123771225,2003,7,1,350.2
0.057628979143798026,0.03171588355389743,0.03208248627326335,0.024813619372984957,0.02451804304342478,0.5458347897005712,0.5409833303851959,0.5426153454021011,0.056051631549838554,0.0629476465659842,0.006621043668426576,2003,7,2,351.5
0.056653250396389826,0.0310420736454034,0.030401380160559432,0.0256589461353475,0.02383065482253091,0.5341838518000689,0.5008447056384883,0.4894906848226239,0.05615421669550946,0.0625523641753851,0.006812561247514366,2003,7,3,349.4
0.057567996097085045,0.03083736028083367,0.03129797008733484,0.02616380653964903,0.02560207042050036,0.5435046021204705,0.5447554821633995,0.5334344579557366,0.056439671013898074,0.062159230058647874,0.007562764466083221,2003,7,4,351.3
0.0570496402000244,0.0318324691920156,0.031771068255664114,0.027834696845700474,0.02596819887236032,0.4899102877781654,0.5239170903012863,0.48824581872820083,0.05682325025423279,0.061679090850501606,0.0059261205272909045,2003,7,0,348.15
0.054030979387730216,0.03160388790153193,0.03237369427202133,0.02666058199085683,0.0256047625414699,0.5831177909821738,0.5570607539835574,0.5163175491574272,0.0569748978608767,0.06115920857590926,0.005111047727147416,2003,7,1,347.2
0.05412245395779974,0.03231808968464958,0.03187119971265029,0.024959148528673286,0.02321505649415853,0.5085517884189673,0.5085355005260876,0.49238499849215495,0.05680986958305831,0.0608294485380996,0.006372490169863312,2003,7,2,344.15
0.05287230150018293,0.03089152211271537,0.03204390351002098,0.0238164751580833,0.02257343432974715,0.5388442269602703,0.5723324752603614,0.5097197588569884,0.05620327915648249,0.06040623858729513,0.007865602143013174,2003,7,3,343.4
0.05336016587388706,0.03110541544879042,0.031107812182783107,0.02420994287531472,0.02360451666108801,0.5271932890597693,0.5264806885971524,0.5318472536853484,0.055507484255410244,0.06002599411372961,0.007575837370801187,2003,7,4,343.7
0.053543115014026116,0.0325824728640042,0.03393997073221819,0.026144043320975335,0.027036073523618448,0.6087498543632767,0.5804627441415378,0.583851534779847,0.05533799575386697,0.059655416872542916,0.0071005535041037526,2003,7,0,347.5
